NAME,CLUB,LEAGUE,POSITION,TIER,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL,LOADDATE
Júlio Romão,Santa Clara,Portuguese Liga ZON SAGRES,,,62,,,,,,,
C. Özkacar,Oud-Heverlee Leuven,Belgian Jupiler Pro League,,,62,,,,,,,
A. Arli,Dijon FCO,French Ligue 2,,,62,,,,,,,
A. Chandarov,FC Academica Clinceni,Romanian Liga I,,,62,,,,,,,
N. Monzango,Çaykur Rizespor,Turkish Süper Lig,,,62,,,,,,,
D. Tetek,Reading,English League Championship,,,62,,,,,,,
L. Šušnjara,Wisła Płock,Polish T-Mobile Ekstraklasa,,,62,,,,,,,
L. Stellwagen,Sportclub Verl,German 3. Bundesliga,,,62,,,,,,,
A. El Moukhantir,FK Austria Wien,Austrian Football Bundesliga,,,62,,,,,,,
J. MacKenzie,Aberdeen,Scottish Premiership,,,62,,,,,,,
J. Ganda,FC Flyeralarm Admira,Austrian Football Bundesliga,,,62,,,,,,,
L. Lokotsch,FSV Zwickau,German 3. Bundesliga,,,62,,,,,,,
A. Fouda,Stade Malherbe Caen,French Ligue 2,,,62,,,,,,,
K. Gruszkowski,Wisła Kraków,Polish T-Mobile Ekstraklasa,,,62,,,,,,,
Capita,LOSC Lille,French Ligue 1,,,62,,,,,,,
C. Boukhalfa,SSV Jahn Regensburg,German 2. Bundesliga,,,62,,,,,,,
P. Ortiz,América de Cali,Colombian Liga Postobón,,,62,,,,,,,
S. Damiani,Empoli,Italian Serie A,,,62,,,,,,,
A. Apostolopoulos,Olympiacos CFP,Greek Super League,,,62,,,,,,,
S. Drljača,Borussia Dortmund II,German 3. Bundesliga,,,62,,,,,,,
V. Ingimundarson,Strømsgodset IF,Norwegian Eliteserien,,,62,,,,,,,
T. Smola,Gaz Metan Mediaş,Romanian Liga I,,,62,,,,,,,
C. Staring,FC Twente,Holland Eredivisie,,,62,,,,,,,
C. Herrmann,KV Kortrijk,Belgian Jupiler Pro League,,,62,,,,,,,
M. Mosquera,Clube Sport Marítimo,Portuguese Liga ZON SAGRES,,,62,,,,,,,
G. Bentil,Chamois Niortais Football Club,French Ligue 2,,,62,,,,,,,
C. Makgaka,Orlando Pirates,South African Premier Division,,,62,,,,,,,
Diogo Silva,Gil Vicente FC,Portuguese Liga ZON SAGRES,,,62,,,,,,,
N. Powder,Real Salt Lake,USA Major League Soccer,,,62,,,,,,,
A. Sotona,OGC Nice,French Ligue 1,,,62,,,,,,,
T. Aasgaard,Wigan Athletic,English League One,,,62,,,,,,,
M. Badamosi,KV Kortrijk,Belgian Jupiler Pro League,,,62,,,,,,,
S. Ottesen,Stabæk Fotball,Norwegian Eliteserien,,,62,,,,,,,
M. Lamti,Hannover 96,German 2. Bundesliga,,,62,,,,,,,
S. Shopov,SC Heerenveen,Holland Eredivisie,,,62,,,,,,,
Pere Joan,RCD Mallorca,Spain Primera Division,,,62,,,,,,,
S. Lagsir,PEC Zwolle,Holland Eredivisie,,,62,,,,,,,
J. Ideho,Arsenal,English Premier League,,,62,,,,,,,
Aitor Paredes,Athletic Club de Bilbao,Spain Primera Division,,,62,,,,,,,
Trabanco,Real Sporting de Gijón,Spanish Segunda División,,,62,,,,,,,
Alfonso Pastor,Sevilla FC,Spain Primera Division,,,62,,,,,,,
M. Coronel,Argentinos Juniors,Argentina Primera División,,,62,,,,,,,
Sergio Barcia,Granada CF,Spain Primera Division,,,62,,,,,,,
J. Castillo,Club Sporting Cristal,Peruvian Primera División,,,62,,,,,,,
J. Marchán,Club Sporting Cristal,Peruvian Primera División,,,62,,,,,,,
P. Liza,Club Sporting Cristal,Peruvian Primera División,,,62,,,,,,,
Sola,Real Zaragoza,Spanish Segunda División,,,62,,,,,,,
Javi Hernández,Real Zaragoza,Spanish Segunda División,,,62,,,,,,,
F. Pérez,Club Atlético Rentistas,Uruguayan Primera División,,,62,,,,,,,
Y. Soumaré,Dijon FCO,French Ligue 2,,,62,,,,,,,
M. Stamenic,,,,,62,,,,,,,
M. Brasil,Cerro Largo Fútbol Club,Uruguayan Primera División,,,62,,,,,,,
M. Röhl,FC Ingolstadt 04,German 2. Bundesliga,,,62,,,,,,,
Dylan Perera,CD Tenerife,Spanish Segunda División,,,62,,,,,,,
I. Matanović,FC St. Pauli,German 2. Bundesliga,,,62,,,,,,,
J. Schuler,1. FC Magdeburg,German 3. Bundesliga,,,62,,,,,,,
Félix Alonso,CD Tenerife,Spanish Segunda División,,,62,,,,,,,
T. Aquilina,Western Sydney Wanderers,Australian Hyundai A-League,,,62,,,,,,,
D. Agrón,La Equidad,Colombian Liga Postobón,,,62,,,,,,,
J. Bolívar,D.C. United,USA Major League Soccer,,,62,,,,,,,
W. Vargas,Guayaquil City FC,Ecuadorian Serie A,,,62,,,,,,,
H. Sudakov,Shakhtar Donetsk,Ukrainian Premier League,,,62,,,,,,,
I. Diawara,Malmö FF,Swedish Allsvenskan,,,62,,,,,,,
S. Kroon,Halmstads BK,Swedish Allsvenskan,,,62,,,,,,,
R. Rodríguez,12 de Octubre FC,Paraguayan Primera División,,,62,,,,,,,
N. Contreras,Deportivo Táchira FC,Venezuelan Primera División,,,62,,,,,,,
Y. Chacón,Deportivo Táchira FC,Venezuelan Primera División,,,62,,,,,,,
P. Koopmeiners,AZ Alkmaar,Holland Eredivisie,,,62,,,,,,,
C. Schiavone,Metropolitanos de Caracas FC,Venezuelan Primera División,,,62,,,,,,,
Lucas Maia,Puebla FC,Mexican Liga MX,,,62,,,,,,,
C. Cîrjan,Arsenal,English Premier League,,,62,,,,,,,
M. Solbakken,Stabæk Fotball,Norwegian Eliteserien,,,62,,,,,,,
Bruno Rodrigues,SC Braga,Portuguese Liga ZON SAGRES,,,62,,,,,,,
J. Luján,FBC Melgar,Peruvian Primera División,,,62,,,,,,,
O. Heil,Go Ahead Eagles,Holland Eredivisie,,,62,,,,,,,
A. Disaro,Shimizu S-Pulse,Japanese J. League Division 1,,,62,,,,,,,
R. Alarcón,Academia Puerto Cabello,Venezuelan Primera División,,,62,,,,,,,
Roger,AFC UTA Arad,Romanian Liga I,,,62,,,,,,,
F. Zambrano,Club Social y Deportivo Macará,Ecuadorian Serie A,,,62,,,,,,,
J. Tineo,Academia Puerto Cabello,Venezuelan Primera División,,,62,,,,,,,
T. Shigehiro,Avispa Fukuoka,Japanese J. League Division 1,,,62,,,,,,,
B. Fall,AS Saint-Étienne,French Ligue 1,,,62,,,,,,,
R. Garcés,Academia Puerto Cabello,Venezuelan Primera División,,,62,,,,,,,
N. Arai,Cerezo Osaka,Japanese J. League Division 1,,,62,,,,,,,
M. Ikeda,Shonan Bellmare,Japanese J. League Division 1,,,62,,,,,,,
K. Toriumi,Cerezo Osaka,Japanese J. League Division 1,,,62,,,,,,,
L. Kerber,1. FC Saarbrücken,German 3. Bundesliga,,,62,,,,,,,
Choi Jung Won,Suwon Samsung Bluewings,Korean K League 1,,,62,,,,,,,
A. Özçimen,Göztepe SK,Turkish Süper Lig,,,62,,,,,,,
A. Ito,Urawa Red Diamonds,Japanese J. League Division 1,,,62,,,,,,,
J. Ibáñez,Club Deportivo Guabirá,Liga de Fútbol Profesional Boliviano,,,62,,,,,,,
Jung Sang Bin,Suwon Samsung Bluewings,Korean K League 1,,,62,,,,,,,
L. Besozzi,Club Atlético Lanús,Argentina Primera División,,,62,,,,,,,
L. Assignon,Stade Rennais FC,French Ligue 1,,,62,,,,,,,
A. Nazih,Nîmes Olympique,French Ligue 2,,,62,,,,,,,
O. Campos,Santos Laguna,Mexican Liga MX,,,62,,,,,,,
C. Bukta,SC Rheindorf Altach,Austrian Football Bundesliga,,,62,,,,,,,
R. Kida,Vegalta Sendai,Japanese J. League Division 1,,,62,,,,,,,
M. Doumbouya,Hannover 96,German 2. Bundesliga,,,62,,,,,,,
J. Trauco,Sport Huancayo,Peruvian Primera División,,,62,,,,,,,
P. Farquharson,Newport County,English League Two,,,62,,,,,,,
De Tomás,Rayo Vallecano,Spain Primera Division,,,62,,,,,,,
L. Engel,Vejle Boldklub,Danish Superliga,,,62,,,,,,,
N. Ruiz,Guaireña FC,Paraguayan Primera División,,,62,,,,,,,
P. Starzyński,Wisła Kraków,Polish T-Mobile Ekstraklasa,,,62,,,,,,,
M. Kjaergaard,FC Red Bull Salzburg,Austrian Football Bundesliga,,,62,,,,,,,
S. Shoretire,Manchester United,English Premier League,,,62,,,,,,,
K. Sildillia,Sport-Club Freiburg,German 1. Bundesliga,,,62,,,,,,,
N. Stosic,SV Ried,Austrian Football Bundesliga,,,62,,,,,,,
M. Otazú,Club River Plate Asunción,Paraguayan Primera División,,,62,,,,,,,
G. Serdán,Club River Plate Asunción,Paraguayan Primera División,,,62,,,,,,,
N. Previtali,Independiente del Valle,Ecuadorian Serie A,,,62,,,,,,,
J. Brown,Vancouver Whitecaps FC,USA Major League Soccer,,,62,,,,,,,
F. Ferrero,Club Atlético Sarmiento,Argentina Primera División,,,62,,,,,,,
K. Podliński,Zagłębie Lubin,Polish T-Mobile Ekstraklasa,,,62,,,,,,,
R. Lutiger,Carlos A. Mannucci,Peruvian Primera División,,,62,,,,,,,
P. Velasco,Club Atlético Palmaflor,Liga de Fútbol Profesional Boliviano,,,62,,,,,,,
M. Sosa,Club Atlético Talleres,Argentina Primera División,,,62,,,,,,,
A. Cardozo,AC Mineros de Guayana,Venezuelan Primera División,,,62,,,,,,,
R. Chávez,Carlos A. Mannucci,Peruvian Primera División,,,62,,,,,,,
D. Rivillo,Aragua Fútbol Club,Venezuelan Primera División,,,62,,,,,,,
S. Guerrero,Montevideo City Torque,Uruguayan Primera División,,,62,,,,,,,
V. Cuellar,Club Atlético Nacional Potosí,Liga de Fútbol Profesional Boliviano,,,62,,,,,,,
J. Bell,New England Revolution,USA Major League Soccer,,,62,,,,,,,
E. Sutherland,Atlético de Madrid,Spain Primera Division,,,62,,,,,,,
B. Palazzo,Gimnasia y Esgrima La Plata,Argentina Primera División,,,62,,,,,,,
L. Mbete,Manchester City,English Premier League,,,62,,,,,,,
Hélder Sá,Vitória de Guimarães,Portuguese Liga ZON SAGRES,,,62,,,,,,,
R. González,Club Libertad,Paraguayan Primera División,,,62,,,,,,,
F. Peraza,Club Atlético Rentistas,Uruguayan Primera División,,,62,,,,,,,
J. Eseiza,Club Atlético Banfield,Argentina Primera División,,,62,,,,,,,
O. Stanisic,Varbergs BoIS FC,Swedish Allsvenskan,,,62,,,,,,,
A. Kalogeropoulos,Olympiacos CFP,Greek Super League,,,62,,,,,,,
T. Livramento,Southampton,English Premier League,,,62,,,,,,,
N. Garayalde,Vélez Sarsfield,Argentina Primera División,,,62,,,,,,,
A. Richardson,Le Havre AC,French Ligue 2,,,62,,,,,,,
A. Sangante,Le Havre AC,French Ligue 2,,,62,,,,,,,
I. Vekič,FC Paços de Ferreira,Portuguese Liga ZON SAGRES,,,62,,,,,,,
Chanza,UD Ibiza,Spanish Segunda División,,,62,,,,,,,
J. Braut-Brunes,Lillestrøm SK,Norwegian Eliteserien,,,62,,,,,,,
Diego Guti,Unión Deportiva Las Palmas,Spanish Segunda División,,,62,,,,,,,
S. Guibert,SC Bastia,French Ligue 2,,,62,,,,,,,
S. Belkorchia,US Quevilly Rouen Métropole,French Ligue 2,,,62,,,,,,,
F. Jaritz,SK Austria Klagenfurt,Austrian Football Bundesliga,,,62,,,,,,,
I. Saravanja,SK Austria Klagenfurt,Austrian Football Bundesliga,,,62,,,,,,,
J. Idzes,Go Ahead Eagles,Holland Eredivisie,,,62,,,,,,,
Sergi Cardona,Unión Deportiva Las Palmas,Spanish Segunda División,,,62,,,,,,,
Córdoba,Burgos CF,Spanish Segunda División,,,62,,,,,,,
Iker Bilbao,SD Amorebieta,Spanish Segunda División,,,62,,,,,,,
Dani Garrido,Real Sociedad B,Spanish Segunda División,,,62,,,,,,,
N. García,Club Atlético Peñarol,Uruguayan Primera División,,,62,,,,,,,
T. Gunte,FC Viktoria 1889 Berlin,German 3. Bundesliga,,,62,,,,,,,
S. Jurić,Parma,Italian Serie B,,,62,,,,,,,
M. Jovicic,SV Ried,Austrian Football Bundesliga,,,62,,,,,,,
S. Aigner,SC Rheindorf Altach,Austrian Football Bundesliga,,,62,,,,,,,
B. Jenciragic,FC Flyeralarm Admira,Austrian Football Bundesliga,,,62,,,,,,,
L. Herrmann,SG Dynamo Dresden,German 2. Bundesliga,,,62,,,,,,,
E. Kehrer,SC Freiburg II,German 3. Bundesliga,,,62,,,,,,,
M. Kaput,Radomiak Radom,Polish T-Mobile Ekstraklasa,,,62,,,,,,,
M. Bezpalec,Bruk-Bet Termalica Nieciecza,Polish T-Mobile Ekstraklasa,,,62,,,,,,,
M. Bokele,FC Girondins de Bordeaux,French Ligue 1,,,62,,,,,,,
V. Meien,TSV Havelse,German 3. Bundesliga,,,62,,,,,,,
F. Strauss,SC Rheindorf Altach,Austrian Football Bundesliga,,,62,,,,,,,
Lucas Covolan,Port Vale,English League Two,,,62,,,,,,,
W. Mejía,Club Atlético de San Luis,Mexican Liga MX,,,62,,,,,,,
F. Higl,VfL Osnabrück,German 3. Bundesliga,,,62,,,,,,,
L. Kunze,VfL Osnabrück,German 3. Bundesliga,,,62,,,,,,,
J. Ceka,1. FC Magdeburg,German 3. Bundesliga,,,62,,,,,,,
V. Sapina,Sportclub Verl,German 3. Bundesliga,,,62,,,,,,,
Y. Engelhardt,SC Freiburg II,German 3. Bundesliga,,,62,,,,,,,
M. Gajić,FC U Craiova 1948,Romanian Liga I,,,62,,,,,,,
E. Wild,LASK Linz,Austrian Football Bundesliga,,,62,,,,,,,
L. Görlich,Eintracht Braunschweig,German 3. Bundesliga,,,62,,,,,,,
Unai Rementería,CD Mirandés,Spanish Segunda División,,,62,,,,,,,
L. Kreković,K Beerschot VA,Belgian Jupiler Pro League,,,62,,,,,,,
Fabio Blanco,Eintracht Frankfurt,German 1. Bundesliga,,,62,,,,,,,
Y. Jaeschke,TSV Havelse,German 3. Bundesliga,,,62,,,,,,,
L. Meyer,TSV Havelse,German 3. Bundesliga,,,62,,,,,,,
T. Zimmerschied,Hallescher FC,German 3. Bundesliga,,,62,,,,,,,
S. Güler,Adana Demirspor,Turkish Süper Lig,,,62,,,,,,,
K. Faber,SSV Jahn Regensburg,German 2. Bundesliga,,,62,,,,,,,
J. Sambu Mansoni,Seraing,Belgian Jupiler Pro League,,,62,,,,,,,
T. Dombrowa,SV Meppen,German 3. Bundesliga,,,62,,,,,,,
B. Ametov,SV Meppen,German 3. Bundesliga,,,62,,,,,,,
J. Fedl,SV Meppen,German 3. Bundesliga,,,62,,,,,,,
M. Wallner,WSG Tirol,Austrian Football Bundesliga,,,62,,,,,,,
G. Miceli,Club Atlético Banfield,Argentina Primera División,,,62,,,,,,,
K. Autonne,Al Ain FC,UAE Arabian Gulf League,,,62,,,,,,,
Patrick,FC Flyeralarm Admira,Austrian Football Bundesliga,,,62,,,,,,,
Ángel López,Real Zaragoza,Spanish Segunda División,,,62,,,,,,,
L. Lobato,Vélez Sarsfield,Argentina Primera División,,,62,,,,,,,
P. Banaszak,Górnik Łęczna,Polish T-Mobile Ekstraklasa,,,62,,,,,,,
A. Trubeha,Jagiellonia Białystok,Polish T-Mobile Ekstraklasa,,,62,,,,,,,
D. O'Connor,Motherwell,Scottish Premiership,,,62,,,,,,,
N. Piwernetz,TSV Havelse,German 3. Bundesliga,,,62,,,,,,,
G. Kokhreidze,Grenoble Foot 38,French Ligue 2,,,62,,,,,,,
Volnei Feltes,Estoril Praia,Portuguese Liga ZON SAGRES,,,62,,,,,,,
N. Skyttä,Toulouse Football Club,French Ligue 2,,,62,,,,,,,
D. Theodorou,APOEL Nicosia FC,Cypriot First Division,,,62,,,,,,,
N. Michelis,Willem II,Holland Eredivisie,,,62,,,,,,,
R. Lavia,Manchester City,English Premier League,,,62,,,,,,,
Jójó,Belenenses SAD,Portuguese Liga ZON SAGRES,,,62,,,,,,,
Bastida,Cádiz CF,Spain Primera Division,,,62,,,,,,,
Pernambuco,FK Bodø/Glimt,Norwegian Eliteserien,,,62,,,,,,,
H. Lawrence,AFC Wimbledon,English League One,,,62,,,,,,,
Edu Martínez,FC Cartagena,Spanish Segunda División,,,62,,,,,,,
D. Domgjoni,FC Luzern,Swiss Super League,,,62,,,,,,,
N. Pennington,Wellington Phoenix,Australian Hyundai A-League,,,62,,,,,,,
Pedro Malheiro,Boavista FC,Portuguese Liga ZON SAGRES,,,62,,,,,,,
Vitinha,SC Braga,Portuguese Liga ZON SAGRES,,,62,,,,,,,
M. Høyland,Stabæk Fotball,Norwegian Eliteserien,,,62,,,,,,,
T. De Barr,Wycombe Wanderers,English League One,,,62,,,,,,,
Sana Gomes,Portimonense SC,Portuguese Liga ZON SAGRES,,,62,,,,,,,
S. Baghdadi,Fortuna Sittard,Holland Eredivisie,,,62,,,,,,,
Antony,FC Arouca,Portuguese Liga ZON SAGRES,,,62,,,,,,,
S. Edozie,Manchester City,English Premier League,,,62,,,,,,,
S. Babkin,FC Lokomotiv Moscow,Russian Premier League,,,62,,,,,,,
Lucas Esteves,Colorado Rapids,USA Major League Soccer,,,62,,,,,,,
Paco Puertas,Burgos CF,Spanish Segunda División,,,62,,,,,,,
Jája Silva,FC Botoşani,Romanian Liga I,,,62,,,,,,,
Alan Godoy,Deportivo Alavés,Spain Primera Division,,,62,,,,,,,
Álvaro Bravo,Granada CF,Spain Primera Division,,,62,,,,,,,
Alejandro Iturbe,Atlético de Madrid,Spain Primera Division,,,62,,,,,,,
Marcos,UD Ibiza,Spanish Segunda División,,,62,,,,,,,
R. Flueraş,UD Ibiza,Spanish Segunda División,,,62,,,,,,,
Pablo Valencia,CA Osasuna,Spain Primera Division,,,62,,,,,,,
Kevin,Málaga CF,Spanish Segunda División,,,62,,,,,,,
Y. Baas,Ajax,Holland Eredivisie,,,62,,,,,,,
David Cuenca,Unión Deportiva Almería,Spanish Segunda División,,,62,,,,,,,
H. Camara,En Avant de Guingamp,French Ligue 2,,,62,,,,,,,
D. van der Kust,FC Utrecht,Holland Eredivisie,,,62,,,,,,,
S. Ahmed,Al Ain FC,UAE Arabian Gulf League,,,62,,,,,,,
B. Young,Carlisle United,English League Two,,,62,,,,,,,
Alexandre Penetra,Futebol Clube de Famalicão,Portuguese Liga ZON SAGRES,,,62,,,,,,,
M. Sponsel,1. FC Köln,German 1. Bundesliga,,,62,,,,,,,
K. Zedadka,Royal Charleroi S.C.,Belgian Jupiler Pro League,,,62,,,,,,,
P. Strompf,Eintracht Braunschweig,German 3. Bundesliga,,,62,,,,,,,
Rodrigo Valente,Estoril Praia,Portuguese Liga ZON SAGRES,,,62,,,,,,,
S. Canestrelli,Crotone,Italian Serie B,,,62,,,,,,,
A. Taiwo,SønderjyskE,Danish Superliga,,,62,,,,,,,
S. Siatravanis,Newcastle Jets,Australian Hyundai A-League,,,62,,,,,,,
C. Abastoflor,Club The Strongest,Liga de Fútbol Profesional Boliviano,,,62,,,,,,,
L. Chávez,Club Universitario de Deportes,Peruvian Primera División,,,62,,,,,,,
V. Yakovlev,PFC CSKA Moscow,Russian Premier League,,,62,,,,,,,
I. Basafa,Bengaluru FC,Indian Super League,,,62,,,,,,,
J. Murphy,Tranmere Rovers,English League Two,,,61,,,,,,,
D. Djurić,Halmstads BK,Swedish Allsvenskan,,,61,,,,,,,
B. Murphy,Waterford FC,Rep. Ireland Airtricity League,,,61,,,,,,,
B. Rotenberg,FC Lokomotiv Moscow,Russian Premier League,,,61,,,,,,,
G. Evans,Bradford City,English League Two,,,61,,,,,,,
M. Andersen,Tromsø IL,Norwegian Eliteserien,,,61,,,,,,,
E. Nolan,Waterford FC,Rep. Ireland Airtricity League,,,61,,,,,,,
G. Liddle,Hartlepool United,English League Two,,,61,,,,,,,
K. Letheren,Morecambe,English League One,,,61,,,,,,,
R. Milsom,Sutton United,English League Two,,,61,,,,,,,
E. Nouri,Kalmar FF,Swedish Allsvenskan,,,61,,,,,,,
J. McNulty,Rochdale,English League Two,,,61,,,,,,,
C. Gauseth,Mjøndalen IF,Norwegian Eliteserien,,,61,,,,,,,
G. Woods,Aberdeen,Scottish Premiership,,,61,,,,,,,
M. Oxley,Harrogate Town,English League Two,,,61,,,,,,,
A. Mehmeti,Örebro SK,Swedish Allsvenskan,,,61,,,,,,,
S. Brisley,Wrexham AFC,English National League,,,61,,,,,,,
T. Ricketts,Vancouver Whitecaps FC,USA Major League Soccer,,,61,,,,,,,
Kwak Kwang Sun,GwangJu FC,Korean K League 1,,,61,,,,,,,
T. Hasegawa,Tokushima Vortis,Japanese J. League Division 1,,,61,,,,,,,
Lee Bum Young,Jeonbuk Hyundai Motors,Korean K League 1,,,61,,,,,,,
P. Wojciechowski,Górnik Łęczna,Polish T-Mobile Ekstraklasa,,,61,,,,,,,
O. Malik,Perth Glory,Australian Hyundai A-League,,,61,,,,,,,
M. Daushvili,APOEL Nicosia FC,Cypriot First Division,,,61,,,,,,,
Ł. Budziłek,Bruk-Bet Termalica Nieciecza,Polish T-Mobile Ekstraklasa,,,61,,,,,,,
D. Schmidt,MSV Duisburg,German 3. Bundesliga,,,61,,,,,,,
F. Nouble,Colchester United,English League Two,,,61,,,,,,,
M. Bodzioch,Radomiak Radom,Polish T-Mobile Ekstraklasa,,,61,,,,,,,
Airam Cabrera,FC Goa,Indian Super League,,,61,,,,,,,
S. Fox,Motherwell,Scottish Premiership,,,61,,,,,,,
J. Proctor,Port Vale,English League Two,,,61,,,,,,,
K. Ward,Bohemian FC,Rep. Ireland Airtricity League,,,61,,,,,,,
B. Hamill,Melbourne Victory,Australian Hyundai A-League,,,61,,,,,,,
J. Reckord,Wrexham AFC,English National League,,,61,,,,,,,
D. Lafferty,Derry City,Rep. Ireland Airtricity League,,,61,,,,,,,
B. Meredith,Nashville SC,USA Major League Soccer,,,61,,,,,,,
E. Newton,Vancouver Whitecaps FC,USA Major League Soccer,,,61,,,,,,,
J. Mendes,Chamois Niortais Football Club,French Ligue 2,,,61,,,,,,,
B. Stokke,Mjøndalen IF,Norwegian Eliteserien,,,61,,,,,,,
C. Kouakou,IK Sirius,Swedish Allsvenskan,,,61,,,,,,,
V. Ljung,Halmstads BK,Swedish Allsvenskan,,,61,,,,,,,
E. Hewitt,Mansfield Town,English League Two,,,61,,,,,,,
B. Cevahir,Atakaş Hatayspor,Turkish Süper Lig,,,61,,,,,,,
L. Krasniqi,Odisha FC,Indian Super League,,,61,,,,,,,
J. Allansson,Halmstads BK,Swedish Allsvenskan,,,61,,,,,,,
J. White,Ross County FC,Scottish Premiership,,,61,,,,,,,
P. Barrett,St. Patrick's Athletic,Rep. Ireland Airtricity League,,,61,,,,,,,
L. Erwin,St. Mirren,Scottish Premiership,,,61,,,,,,,
F. Modelski,Bruk-Bet Termalica Nieciecza,Polish T-Mobile Ekstraklasa,,,61,,,,,,,
A. Obileye,Livingston FC,Scottish Premiership,,,61,,,,,,,
T. Dieng,Exeter City,English League Two,,,61,,,,,,,
J. Maxted,Northampton Town,English League Two,,,61,,,,,,,
O. Sveen,Mjøndalen IF,Norwegian Eliteserien,,,61,,,,,,,
L. James,Barrow,English League Two,,,61,,,,,,,
G. Holohan,Hartlepool United,English League Two,,,61,,,,,,,
J. Lynch,Rochdale,English League Two,,,61,,,,,,,
G. Buckley,Sligo Rovers,Rep. Ireland Airtricity League,,,61,,,,,,,
G. Williams,Barrow,English League Two,,,61,,,,,,,
S. Sharahili,Al Faisaly,Saudi Abdul L. Jameel League,,,61,,,,,,,
M. Al Qarni,Al Batin,Saudi Abdul L. Jameel League,,,61,,,,,,,
R. Willmott,Newport County,English League Two,,,61,,,,,,,
I. Lawlor,Dundee FC,Scottish Premiership,,,61,,,,,,,
M. Acton,Melbourne Victory,Australian Hyundai A-League,,,61,,,,,,,
O. Ademi,MSV Duisburg,German 3. Bundesliga,,,61,,,,,,,
M. Majrashi,Al Ahli,Saudi Abdul L. Jameel League,,,61,,,,,,,
L. Angol,Bradford City,English League Two,,,61,,,,,,,
F. Al Johani,Al Tai,Saudi Abdul L. Jameel League,,,61,,,,,,,
N. Brock-Madsen,Randers FC,Danish Superliga,,,61,,,,,,,
L. Roberts,Northampton Town,English League Two,,,61,,,,,,,
R. Stewart,Heart of Midlothian,Scottish Premiership,,,61,,,,,,,
A. Kolev,PGE FKS Stal Mielec,Polish T-Mobile Ekstraklasa,,,61,,,,,,,
Park Joon Kang,GwangJu FC,Korean K League 1,,,61,,,,,,,
S. Roux,,,,,61,,,,,,,
D. Barnes,Queens Park Rangers,English League Championship,,,61,,,,,,,
R. Cornwall,Bohemian FC,Rep. Ireland Airtricity League,,,61,,,,,,,
D. Conroy,Swindon Town,English League Two,,,61,,,,,,,
H. White,Walsall,English League Two,,,61,,,,,,,
D. Richards,Crewe Alexandra,English League One,,,61,,,,,,,
B. Héry,Derry City,Rep. Ireland Airtricity League,,,61,,,,,,,
B. Barry,Stevenage,English League Two,,,61,,,,,,,
J. Mensah,Viborg FF,Danish Superliga,,,61,,,,,,,
A. Kenyon,Scunthorpe United,English League Two,,,61,,,,,,,
A. Rufer,Wellington Phoenix,Australian Hyundai A-League,,,61,,,,,,,
J. Coleman,Rochdale,English League Two,,,61,,,,,,,
J. Gustavsson,Mjällby AIF,Swedish Allsvenskan,,,61,,,,,,,
N. Lüchinger,FC St. Gallen 1879,Swiss Super League,,,61,,,,,,,
H. Lennon,Wrexham AFC,English National League,,,61,,,,,,,
G. Sánchez,Club Independiente Santa Fe,Colombian Liga Postobón,,,61,,,,,,,
R. Kitto,Adelaide United,Australian Hyundai A-League,,,61,,,,,,,
D. Björnquist,Örebro SK,Swedish Allsvenskan,,,61,,,,,,,
D. Trichard,USL Dunkerque,French Ligue 2,,,61,,,,,,,
G. Martínez,Puebla FC,Mexican Liga MX,,,61,,,,,,,
M. Samuelsen,FK Haugesund,Norwegian Eliteserien,,,61,,,,,,,
S. Nelson,Northampton Town,English League Two,,,61,,,,,,,
Shan Pengfei,Dalian Professional Football Club,Chinese Super League,,,61,,,,,,,
Zhou Tong,Tianjin Jinmen Tiger FC,Chinese Super League,,,61,,,,,,,
Chang Feiya,Guangzhou City,Chinese Super League,,,61,,,,,,,
Y. Bnou-Marzouk,Rapid București,Romanian Liga I,,,61,,,,,,,
Du Jia,Shanghai Port FC,Chinese Super League,,,61,,,,,,,
Bai Yuefeng,Tianjin Jinmen Tiger FC,Chinese Super League,,,61,,,,,,,
S. Burgess,Port Vale,English League Two,,,61,,,,,,,
F. Sollacaro,AC Ajaccio,French Ligue 2,,,61,,,,,,,
D. Green,Scunthorpe United,English League Two,,,61,,,,,,,
D. Tutonda,Gillingham,English League One,,,61,,,,,,,
